        1948        2025
 1999  -1.69  -1.32  -0.95  -1.11  -1.15  -1.19  -1.17  -1.22  -1.09  -1.23  -1.58  -1.74
 2000  -1.77  -1.55  -0.98  -0.87  -0.86  -0.79  -0.67  -0.49  -0.52  -0.70  -0.79  -0.92
 2001  -0.73  -0.63  -0.48  -0.49  -0.34  -0.19  -0.04  -0.05  -0.20  -0.14  -0.37  -0.41
 2002  -0.15  -0.04   0.01   0.02   0.31   0.72   0.74   0.87   1.09   1.25   1.47   1.37
 2003   0.60   0.64   0.36  -0.14  -0.61  -0.29   0.21   0.26   0.27   0.42   0.33   0.43
 2004   0.27   0.23   0.12   0.07   0.06   0.13   0.49   0.76   0.81   0.73   0.66   0.74
 2005   0.66   0.36   0.45   0.26   0.30   0.04  -0.23  -0.05  -0.04  -0.06  -0.59  -0.92
 2006  -0.91  -0.67  -0.71  -0.32  -0.09   0.00   0.01   0.31   0.60   0.70   0.99   1.14
 2007   0.70   0.13  -0.18  -0.32  -0.47  -0.35  -0.59  -0.72  -1.11  -1.39  -1.54  -1.58
 2008  -1.68  -1.67  -1.21  -0.99  -0.84  -0.68  -0.30  -0.13  -0.25  -0.35  -0.46  -0.86
 2009  -0.89  -0.79  -0.69  -0.35   0.06   0.31   0.48   0.56   0.68   0.89   1.46   1.74
 2010   1.52   1.25   0.90   0.38  -0.22  -0.69  -1.07  -1.39  -1.60  -1.69  -1.64  -1.60
 2011  -1.54  -1.11  -0.93  -0.77  -0.52  -0.38  -0.43  -0.65  -0.80  -1.05  -1.19  -1.06
 2012  -0.87  -0.67  -0.61  -0.50  -0.32   0.02   0.25   0.47   0.38   0.26   0.16  -0.25
 2013  -0.53  -0.52  -0.25  -0.25  -0.40  -0.42  -0.39  -0.38  -0.18  -0.20  -0.14  -0.17
 2014  -0.49  -0.62  -0.28   0.08   0.32   0.23  -0.06  -0.03   0.29   0.44   0.75   0.71
 2015   0.51   0.42   0.47   0.70   0.92   1.18   1.46   1.93   2.21   2.36   2.72   2.66
 2016   2.57   2.26   1.62   0.91   0.30  -0.03  -0.48  -0.58  -0.58  -0.74  -0.76  -0.50
 2017  -0.43  -0.08   0.03   0.22   0.37   0.34   0.25  -0.16  -0.43  -0.56  -0.97  -0.98
 2018  -0.98  -0.78  -0.80  -0.51  -0.20   0.04   0.12   0.09   0.47   0.90   0.90   0.89
 2019   0.65   0.71   0.81   0.62   0.55   0.45   0.35   0.04   0.03   0.48   0.52   0.52
 2020   0.60   0.37   0.48   0.36  -0.27  -0.34  -0.30  -0.59  -0.83  -1.26  -1.42  -1.15
 2021  -1.00  -1.00  -0.80  -0.72  -0.46  -0.28  -0.39  -0.53  -0.55  -0.94  -0.94  -1.06
 2022  -0.94  -0.89  -0.97  -1.11  -1.11  -0.75  -0.69  -0.97  -1.07  -0.99  -0.90  -0.85
 2023  -0.72  -0.46  -0.11   0.14   0.46   0.84   1.02   1.35   1.60   1.72   2.02   2.03
 2024   1.81   1.52   1.13   0.77   0.23   0.17   0.04  -0.12  -0.26  -0.27  -0.25  -0.60
 2025  -0.75  -0.59 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99
   -99.99
  Nino Anom 3.4 Index  using ersstv5 from CPC
 https://psl.noaa.gov/data/climateindices/list/for info
